총20017건
순번,판례ID,제목,법원,사건유형,판결유형,선고일자
10524,608875,출연재산을 공익목적사업외 사용함. 출연자 또는 그의 특수관계인이 이사 수의 5분의 1을 초과함. 주식을 취득함으로써 상증세법 제48조 제2항 제2호 본문이 규정하는 과세요건 충족됨,서울행정법원,하급심,일반행정,2025.05.16
10525,607685,과세관청이 납세자의 상속ㆍ증여재산에 관하여 적극적으로 감정을 의뢰하였다는 이유만으로 그 감정가액이 시가로 인정될 수 없다고 보기는 어려움,서울고등법원,하급심,일반행정,2024.08.20
10526,609127,무납부고지 중 본세에 관한 부분은 항고소송의 대상인 과세처분으로 볼 수 없음,서울고등법원,하급심,일반행정,2025.06.13
10527,603733,피상속인 명의 해외계좌 사전인출금의 상속세신고 누락은 ‘금융재산의 누락신고’에 해당하지 않아 장기부과제척기간을 적용할 수 없음,대법원,대법원,일반행정,2024.04.16
10528,239813,양도소득세부과처분취소,서울행법,하급심,세무,2024.02.14
10529,605579,성폭력범죄의처벌등에관한특례법위반(강간등치상)·마약류관리에관한법률위반(향정),서울고등법원,하급심,형사,2023.07.11
10530,608955,지주회사에 현물출자 후 그 대가로 취득한 주식의 증여가 과세이연 중단사유로서 처분인지 여부,서울행정법원,하급심,일반행정,2025.05.16
10531,420304,조기 상환된 대출금에 대해 주택도시보증공사에 지급한 보증수수료가 취득세 과세표준에 해당하는지 여부,대법원,대법원,일반행정,2020.05.14
10532,324420,교환거래에 있어 비상장주식의 양도가액 및 기준시가 산정방법,서울고등법원,하급심,일반행정,2020.06.24
10533,324014,매입처와 매출처 사이에 거래 조건에 관한 구속력 있는 합의가 있는 이상 재화의 공급 없는 허위의 세금계산서에 해당한다고 볼 수 없음,서울행정법원,하급심,일반행정,2020.04.23
10534,603745,예금보험료의 손금 귀속시기,서울행정법원,하급심,일반행정,2024.06.11
10535,326026,시공사와 시행사가 신탁원부변경합의를 하였더라도 시공사 지위에서 시행사에 건축용역을 공급하고 대가를 수령하였다면 자가공급한 것으로 볼 수 없음,서울행정법원,하급심,일반행정,2020.03.26
10536,608651,매출채권에 대한 추심금 청구는 이유 있음,서울남부지방법원,하급심,민사,2024.09.03
10537,609207,사해행위일 당시 채무초과상태에 있지 않았다면 그 매매계약을 체결한 행위는 사해행위에 해당하지 아니함,수원고등법원,하급심,일반행정,2025.06.19
10538,609221,증여계약을 취소하고 증여금액을 반환해야 함,안양지원,하급심,민사,2025.06.26
10539,324616,"과세처분이 당연무효가 아닌 이상, 처분을 취소한 관련소송 판결이 확정되기 전에는 과세관청의 이행지체 책임이 없음",서울중앙지방법원,하급심,민사,2020.01.15
10540,324668,헬스PT 용역이 면세대상 용역인지 여부,서울행정법원,하급심,일반행정,2020.03.27
10541,326166,유동화전문회사로부터 일반사무관리 및 자금관리 등 위탁받은 업무수탁용역은 면세되는 용역에 해당하지 아니함,서울행정법원,하급심,일반행정,2020.01.09
10542,600081,10년의 장기부과제척기간을 적용하도록 규정한 국세기본법 제26조의2는 각 목에서 정한 가산세의 경우에만 제한적으로 적용,대법원,대법원,일반행정,2025.02.27
10543,242267,이 사건 처분이 당초 부과처분과 동일성이 인정되는 범위내에서 오류나 누락을 경정한 것으로 볼 수 있는지 여부,수원고등법원,하급심,일반행정,2024.07.26
10544,324128,원고는 국세기본법에 정한 과점주주에 해당하여 제2차납세의무자에 해당함,부산고등법원(창원),하급심,일반행정,2020.02.05
10545,223311,부당전직구제재심판정취소청구의소[원고 회사가 육아휴직을 사용한 참가인을 복직시키면서 기존의 ‘발탁매니저’가 아닌 ‘영업담당’으로 인사발령한 것이 남녀고용평등과 일·가정 양립지원에 관한 법률 제19조 제4항의 ‘휴직 전과 같은 업무 또는 같은 수준의 임금을 지급하는 직무’에 복귀시킬 의무 위반에 해당하는지 여부가 문제된 사건],대법원,대법원,일반행정,2022.06.30
10546,324246,보충적 평가방법을 적용한 것이 위법하지 않음,부산지방법원,하급심,일반행정,2020.04.10
10547,323684,이 사건 토지의 양도는 사해행위에 해당하므로 원상회복으로 소유권이전등기 말소하여야 함,부산지방법원,하급심,민사,2020.04.24
10548,239213,상고장각하명령,대법원,대법원,민사,2024.01.11
10549,325554,증여계약 중 일부는 사해행위에 해당하여 취소되어야 함,서울고등법원,하급심,민사,2020.06.12
10550,323296,고정자산(부동산) 양도계약서와 별도로 임의구분하여 병원영업권 매매계약서를 작성하였다 할지라도 고정자산과 함께 양도된 영업권에 해당됨,대구고등법원,하급심,일반행정,2020.01.17
10551,324678,이 사건 차세대시스템 구축 비용이 연구개발비세액공제 대상에 해당하는지 여부,서울행정법원,하급심,일반행정,2020.05.08
10552,324738,소셜커머스 업체를 통하여 상품을 판매하면서 각 딜별로 판매기간을 설정하여 판매한 재화의 공급시기는 그 대금의 정산일이 아닌 해당 딜의 종료일임,서울행정법원,하급심,일반행정,2020.01.16
10553,325462,양도자산의 취득가액에 관한 실거래가 적용 여부,서울행정법원,하급심,일반행정,2020.08.12
10554,325790,공동소유 장기임대주택에 대한 양도소득세 감면 경정청구를 거부한 처분은 위법함,서울행정법원,하급심,일반행정,2020.02.12
10555,325856,종합소득세부과처분취소,수원지방법원,하급심,일반행정,2020.07.16
10556,324890,다가구주택의 1세대1주택 비과세 적용 여부,서울행정법원,하급심,일반행정,2020.05.27
10557,325880,사전증여재산에 대한 상속세 부과처분의 무효여부,서울고등법원,하급심,일반행정,2020.01.22
10558,326072,(심리불속행) 명의신탁증여의제,대법원,대법원,일반행정,2020.02.27
10559,323194,"피고는 체납자의 딸로서, 사해행위와 사해의사가 인정됨",서울중앙지방법원,하급심,민사,2020.05.20
10560,420354,취득세 등 부과처분취소 청구의 소,제주지방법원,하급심,일반행정,2020.06.16
10561,327052,사해행위취소,평택지원,하급심,민사,2020.05.08
10562,323332,"원고 취득한 주식은 아버지로부터 명의신탁받은 재산으로 인정되며, 원고는 부모로부터 골○빌 양도대금을 증여받은 것으로 인정된다.",서울행정법원,하급심,일반행정,2020.03.10
10563,327216,동일한 물건에 대한 소유권과 다른 물권이 동일한 사람에게 귀속한 때에는 다른 물권은 소멸한다.,서울중앙지방법원,하급심,민사,2020.05.22
10564,323360,합병신주를 새로운 명의신탁으로 보아 증여의제 하는 것은 위법함,서울고등법원,하급심,일반행정,2020.01.08
10565,327342,국가에 매립공사용역을 제공하고 취득한 매립지는 대가관계에 있어 이 사건 매립공사는 부가가치세 과세대상인 용역 공급에 해당함,창원지방법원,하급심,일반행정,2020.04.16
10566,323498,등기부등본상 소유권이전등기일을 양도시기로 볼 수 있음,의정부지방법원,하급심,일반행정,2020.06.08
10567,323566,선행가압류채권과 제3자의 납세담보 근저당권채권 우선 순위,서울남부지방법원,하급심,민사,2020.01.16
10568,323586,명의신탁자에게로의 소득 귀속 입증 여부에 따른 처분의 적법성,인천지방법원,하급심,일반행정,2020.07.23
10569,323590,주식명의신탁  증여의제 증여세 부과의 적법성,대전고등법원,하급심,일반행정,2020.05.27
10570,323628,사해행위 취소소송에서 수익자의 악의는 추정되므로 수익자로서는 자신의 책임,부천지원,하급심,민사,2020.10.14
10571,327462,고가유상증자로 인한 이익이 분여되는 경우 증여세 과세대상인지,서울고등법원,하급심,일반행정,2020.06.05
10572,323674,체납자가 상속재산분할협의에 의해 취득한 부동산을 배우자에게 증여한 행위는 사해행위에 해당,성남지원,하급심,민사,2020.07.15
10573,327608,망인이 원고에게 이 사건 쟁점금액을 증여하였다고 보기 어려움,수원고등법원,하급심,일반행정,2020.10.07
10574,323888,주식 고가매입 해당 여부,부산고등법원,하급심,일반행정,2020.05.15
10575,326996,양수인이 양도인의 최초 부동산 매매 계약을 해지하기 위해 지급한 계약해지금은 양도가액에 포함됨,대전지방법원,하급심,일반행정,2020.04.16
10576,327004,법인전환 양도세 이월과세후 법인이 양도한 경우 법인세에 해당함(국승),수원지방법원,하급심,일반행정,2020.01.19
10577,326434,원고의 8년 자경 감면 여부,대전고등법원,하급심,일반행정,2020.01.30
10578,242277,소득세 시행령 대주주 해당 여부 판단시 조세특례제한법 과세특례를 고려하는 지,제주지방법원,하급심,일반행정,2025.01.21
10579,328846,원고는 이 사건 임대보증금을 모로부터 증여받은 것인지 여부,서울고등법원,하급심,일반행정,2020.07.17
10580,328054,원고 명의를 도용하여 이 사건 주식을 원고 명의로 취득하였다고 보기 어려움,인천지방법원,하급심,일반행정,2020.04.23
10581,328060,실질적인 재화의 인도 또는 양도가 없는 명목상 거래를 통한 허위의 가공거래,서울행정법원,하급심,일반행정,2020.06.04
10582,328062,이 사건 차세대시스템 구축 비용이 연구개발비세액공제 대상에 해당하는지 여부,서울행정법원,하급심,일반행정,2020.05.08
10583,328932,공유물분할 판결에 따른 토지의 취득은 양도소득세의 과세대상이 되는 유상양도가 아님,수원지방법원,하급심,일반행정,2020.01.16
10584,240961,임시대의원총회결의무효확인[사단법인인 피고가 정관에 근거규정이 없는데도 서면에 의한 결의로 임시대의원총회 결의를 갈음한 경우 그 결의의 효력이 문제된 사건],대법원,대법원,민사,2024.06.27
10585,329100,원고와 동업자 법인은 익명조합관계에 해당하지 않으므로 원고의 이월결손금 공제는 부적정함,서울행정법원,하급심,일반행정,2020.01.09
10586,329196,법인세 과세표준 계산 시 이월결손금 공제한도 규정이 위법인지 여부,서울행정법원,하급심,일반행정,2020.04.03
10587,608665,(공시송달에 의한 판결) 사해행위취소소송 공시송달 판결,서울중앙지방법원,하급심,민사,2025.01.17
10588,326332,(1심판결 인용) 주택신축판매업의 사업개시일,부산고등법원,하급심,일반행정,2020.04.29
10589,609267,종합소득세부과처분취소,서울고등법원,하급심,일반행정,2025.07.25
10590,327956,이 사건 주식은 시가를 산정하기 어려운 경우에 해당하여 보충적 평가방법으로 증여재산가액을 산정한 것은 위법이 있다고 할 수 없음,서울고등법원,하급심,일반행정,2020.06.18
10591,327310,"이 사건 금원은 사전증여받은 재산에 해당하고, 상속재산이라는 원고의 주장은 이유 없음",서울행정법원,하급심,일반행정,2020.05.01
10592,328036,체납자가 아들에게 금전을 증여한 행위는 사해행위에 해당함,울산지방법원,하급심,민사,2020.12.08
10593,604851,할인분담금이 교육세 과세표준에서 제외되는지 여부,서울행정법원,하급심,일반행정,2024.02.06
10594,327434,주택신축판매업의 사업개시일을 착공일로 볼 수 있는지 여부와 오피스텔을 국민주택에 해당한다고 볼 수 있는지 여부,부산지방법원,하급심,일반행정,2020.01.17
10595,327288,조세채무 부존재 확인의 소,청주지방법원,하급심,일반행정,2020.02.13
10596,327292,소유권이전등기의 말소등기절차 사해행위 취소 대상,수원지방법원,하급심,민사,2020.07.21
10597,327452,감사지적에 의한 양도소득세 추가 부과처분이 무효사유에 해당하는지 여부,대전지방법원,하급심,일반행정,2020.02.13
10598,326760,이 사건 사업비 전체는 부가가치세의 과세표준이고 이 사건 용역은 부가가치세의 면제 대상이 아님,서울행정법원,하급심,일반행정,2020.12.01
10599,326820,납세자 신고행위가 중대 명백한 하자인지,부산지방법원,하급심,일반행정,2021.01.21
10600,327528,사실과 다른 세금계산서 여부 및 선의의 거래당사자에 해당하여 가산세 면제의 정당한 사유가 있는지 여부,수원지방법원,하급심,일반행정,2021.01.28
10601,327600,다가구주택 해당 여부,서울행정법원,하급심,일반행정,2020.02.05
10602,326906,피상속인과 상속인 공동소유 건물에 설정된 피상속인 명의 채무를 공동채무로 보아 피상속인 지분 해당분만을 상속재산가액에서 공제하여야 하는 지 여부,대전지방법원,하급심,일반행정,2020.08.12
10603,327042,상증세법 시행령 제31조의8(합병에 따른 상장 등 이익의 계산방법)은 상증세법 제41조의5 제1항의 위임범위에 있음,서울고등법원,하급심,일반행정,2020.10.15
10604,327130,상속재산협의분할의 사해행위 여부,인천지방법원,하급심,민사,2020.01.21
10605,327144,사해행위취소 부동산 양도대금 증여,수원지방법원,하급심,민사,2020.10.30
10606,327820,가공경비 계상을 통한 법인 자금 사외유출액에 대한 소득처분 귀속자 해당 여부,서울행정법원,하급심,일반행정,2020.02.06
10607,223315,공제금등청구의소,대법원,대법원,민사,2022.06.30
10608,327870,비영리법인이 소유한 농지의 임대수입을 고유목적사업에 사용한 것은 농지 자체를 고유목적사업에 ‘직접’사용한 것으로 볼 수 없음,대구고등법원,하급심,일반행정,2020.07.10
10609,327912,원고는 부가가치세 본안을 다투고 있으나 심판 등 전심 절차를 거치지 않아 소송요건을 흠결한 소제기에 대한 법원의 조치,대전지방법원,하급심,일반행정,2020.10.29
10610,327264,상속재산 분할협의를 한 공동상속인 중에 특별수익자가 있는 경우에는 이러한 특별수익을 고려하여 사해행위 여부를 판단하여야 함,서울북부지방법원,하급심,민사,2020.01.10
10611,328672,이 사건 토지 양도가 부당행위계산 부인 적용 대상인지,대전지방법원,하급심,일반행정,2020.01.09
10612,328682,시차를 두고 송금한 행위는 일련의 행위로 볼 수 없음,대전고등법원,하급심,민사,2020.11.04
10613,328684,(심리불속행) 주택신축판매업의 사업개시일,대법원,대법원,일반행정,2021.05.13
10614,326228,채무초과 상태의 체납자가 피고에게 유일한 재산인 이 사건 부동산의 소유권을 이전하여 준 행위는 사해행위에 해당함,김천지원,하급심,민사,2021.03.18
10615,328710,모(母)가 원고의 이 사건 채무금을 대위변제한 것은 원고에게 이 사건 채무금 상당액을 원고에게 증여한 것으로 보아야 함,인천지방법원,하급심,일반행정,2021.01.14
10616,328714,오피스텔의 공급이 면세대상인지 여부,수원지방법원,하급심,일반행정,2020.11.26
10617,328756,특허권의 실질귀속자를 원고 회사인 것으로 전제한 처분의 당부,수원지방법원,하급심,일반행정,2020.07.16
10618,328772,이 사건 부동산의 양도에 따른 필요경비의 인정여부에 대한 판단,대구지방법원,하급심,일반행정,2020.06.11
10619,328806,탈세제보포상금 지급대상에 해당하지 아니한다는 이유로 포상금 지급 청구를 거부한 당초처분은 적법함,광주지방법원,하급심,일반행정,2021.04.08
10620,328820,해외 SPC를 이용한 명의신탁 증여의제,서울고등법원,하급심,일반행정,2020.11.27
10621,328858,과세예고통지 절차를 거치지 않은 위법이 없음,인천지방법원,하급심,일반행정,2020.09.11
10622,328192,구 상증세법 시행령 제49조 제1항 각 호에서 열거한 평가방법은 상속재산의 시가로 볼 수 있는 대표적인 경우를 예시한 것임,의정부지방법원,하급심,일반행정,2020.06.04
10623,328836,상장주식 대주주 판단의 사업연도 종료일은 해당년도 최종거래일(폐장일)임(국승).,수원지방법원,하급심,일반행정,2020.05.21
10624,328256,증여세부과처분취소,수원지방법원,하급심,일반행정,2020.05.21
10625,328962,탈세제보포상금 지급대상에 해당하지 아니한다는 이유로 포상금 지급 청구를 거부한 당초처분은 적법함,서울고등법원,하급심,일반행정,2020.12.11
10626,328270,우편물이 등기취급의 방법으로 발송된 경우 특별한 사정에 대한 반증이 없는 한  수취인에게 배달되었다고 추정,서울행정법원,하급심,일반행정,2020.07.14
10627,328980,이자 수입 매출누락 및 사외유출 해당 여부,서울행정법원,하급심,일반행정,2020.10.16
10628,329026,쟁점매입세액을 안분함에 있어 과?면세사업의 공급가액 비율이 아니라 면적비율로 안분계산하여야 한다는 주장의 당부,대전고등법원,하급심,일반행정,2021.01.21
10629,329030,이 사건 주식의 거래가액은 시가에 해당되므로 부당행위계산 부인규정을 적용할 수 없는 것임,서울행정법원,하급심,일반행정,2021.07.09
10630,329084,(심리불속행) 체납처분절차에 따라 채권이 압류되면 세무서장이 체납자인 채권자를 대위하여 그 채권의 추심권을 취득함,대법원,대법원,민사,2021.04.08
10631,329088,사실과 다른 세금계산서 해당 여부,제주지방법원,하급심,일반행정,2020.04.21
10632,328538,채무부존재확인,서울중앙지방법원,하급심,민사,2020.08.20
10633,328542,양도 당시농지에 대한 입증책임은 납세자에게 있음,창원지방법원,하급심,일반행정,2020.01.08
10634,329110,상속인들의 납부세액을 압류의 효력이 미치지 않는 조세채무에 우선 충당하는 것은 체납자인 원고의 변제이익을 해하게 되어 위법함,제주지방법원,하급심,일반행정,2021.04.13
10635,329148,명시적 또는 묵시적 명의신탁 설정에 관한 합의없이 주주로 등재됨,부산지방법원,하급심,일반행정,2021.05.27
10636,328588,"피고가 체납자의 재산에 가압류신청을 취하였으나, 취하일 당시 체납자로부터 차용증을 받았으므로 사해행위는 인정되지 아니함",대전지방법원,하급심,민사,2020.10.15
10637,328604,청구취지의 내용이 법률적으로 명확하지 않으면 그 주장은 이유 없음,대구지방법원,하급심,민사,2020.05.22
10638,330844,근저당권 말소등기 절차이행 근저당권 압류의 효력,대구지방법원,하급심,민사,2020.12.03
10639,326922,매매계약이 합의해제되었더라도 양도소득세 신고·납부행위는 당연무효가 아님,춘천지방법원,하급심,민사,2020.11.19
10640,330894,"원고가 쟁점회사의 주주로서 권리를 실질적으로 행사할 수 있는 지위에 있지 않았음을 인정하기에 부족하고, 달리 이를 인정할 증거가 없음",수원지방법원,하급심,일반행정,2020.06.11
10641,326956,종균이 접종된 배지는 부가가치세 환급을 할 수 있는 농 · 임업용 배지에 해당하지 않음,대구고등법원,하급심,일반행정,2020.02.21
10642,330012,주거용인지 여부 및 1세대 1주택 해당 여부,서울행정법원,하급심,일반행정,2020.08.25
10643,330020,가공경비에 대응하는 부외경비 입증 책임,부산고등법원(창원),하급심,일반행정,2020.10.21
10644,239903,손해배상(기)[집합건물의 공용부분이 적법한 용도 또는 관리방법에 어긋나게 사용되고 있다는 이유로 일부 구분소유자가 방해배제 청구로써 원상회복을 구하는 사건],대법원,대법원,민사,2024.03.12
10645,330128,납세고지서의 등기우편에 의한 발송은 납세고지서를 송달한 것으로 추정,서울행정법원,하급심,일반행정,2021.05.18
10646,326302,가공거래금액 상당의 공급가액에 관한 부분은 허위의 세금계산서에 의한 것이므로 이 사건 처분은 적법함,울산지방법원,하급심,일반행정,2020.12.10
10647,330042,세무공무원이 탈세제보를 받았다고 하더라도 세무조사를 실시할 작위의무가 있다고 보기 어려움,부산지방법원,하급심,민사,2020.11.05
10648,326348,10년이 경과한 후 이루어진 소급감정은 취득일의 객관적인 가치를 적절히 반영하였을 것이라고 기대하기 어려움,서울고등법원,하급심,일반행정,2020.06.18
10649,330214,이 사건 소유권이전등기가 원인무효라는 원고의 주장은 이유 없음,고양지원,하급심,민사,2020.10.16
10650,326396,체납처분절차에 따라 채권이 압류되면 세무서장이 체납자인 채권자를 대위하여 그 채권의 추심권을 취득함,수원고등법원,하급심,민사,2020.11.26
10651,326420,세무조사 범위 확대의 사전통지서를 수령하지 못한 절차적 하자가 있더라도 무효라고 볼 수 없음,서울행정법원,하급심,일반행정,2020.09.01
10652,330220,대여금 채권이 존재하는지 여부,서울동부지방법원,하급심,민사,2021.01.13
10653,326446,감사결과 처분요구는 종전 세무조사에서 이미 취득한 자료를 토대로 사실관계 인정 여부에 대한 판단만을 달리하는 것으로 과세자료로 볼 수 없음,서울고등법원,하급심,일반행정,2020.05.27
10654,326464,합병과정에서 인식한 영업권이 세법상 영업권에 해당하는지,수원고등법원,하급심,일반행정,2020.09.09
10655,326486,캠프의 참가비가 어학원 수입금액에 해당하는지 여부,서울고등법원,하급심,일반행정,2020.04.03
10656,330370,폐차 요청되어 취득한 자동차는 구 조세특례제한법상 중고자동차에 해당하지 않음,의정부지방법원,하급심,일반행정,2020.02.04
10657,330380,이 사건 전의 사해행위의 취소소송과 관련하여 세무공무원의 불법행위가 있었는지 여부,대구지방법원,하급심,민사,2020.12.10
10658,330430,의료급여비용과 의사소견서 발급비용의 원천징수의무에 대하여 의료기관별 지급액을 기준으로 한 소액 부징수 판단의 적법여부 및 가산세 감면의 정당한 사유,춘천지방법원,하급심,일반행정,2022.02.15
10659,326558,연구?인력개발비 세액공제의 대상이 되는 연구개발 위탁비용은 연구개발 자체의 위탁비용임,부산지방법원,하급심,일반행정,2020.10.16
10660,326570,체납자가 유일한 재산인 부동산을 조카인 피고에게 매도한 행위를 사해행위로 볼 수 있는지,대구지방법원,하급심,민사,2021.05.21
10661,326608,비상장주식 1주당 신주 발행가액의 시가를 평가할 때 이 사건 매매사례가를 적용할 수 있는지 여부,서울행정법원,하급심,일반행정,2021.03.26
10662,330592,쟁점금액이 가공경비인지 제조원가에 대한 귀속시기 오류인지,부산고등법원,하급심,일반행정,2020.11.06
10663,326650,근저당권의 피담보채무가 부존재 하는 경우 압류권자는 근저당권 말소에 승낙의 의사표시를 하여야 함,해남지원,하급심,민사,2021.02.02
10664,326654,채권자인 원고는 이 사건 채권양도 당시 위 양도제한특약의 존재를 알았거나 적어도 중과실로 알지 못하였다고 봄이 타당함.,통영지원,하급심,민사,2022.01.20
10665,326696,주식 명의??자가 주식을 자신의 명의로 명의개서하는 이행청구와 관련하여 주식발행회사는 주식이 압류되었음을 이유로 명의개서를 거절할 수는 없음,서울중앙지방법원,하급심,민사,2020.11.04
10666,330596,근저당권설정등기의 말소등기에 대하여 승낙의 의사표시를 할 의무가 있음,서울중앙지방법원,하급심,민사,2020.07.17
10667,330662,해고무효소송 중에 소취하 합의서를 작성하고 받은 화해금이 근로소득인지 여부,서울고등법원,하급심,일반행정,2020.04.10
10668,330686,원고는 조세수입 감소를 가져오게 될 것이라는 점에 대한 인식이 있었다고 보기 어려워 사기 그 밖의 부정한 행위로 볼 수 없음,부산지방법원,하급심,일반행정,2020.06.26
10669,326744,매수자가 명의이전 전에 지출하였다는 증빙없는 자본적 지출액을 고려한 양도가액을 실질거래액으로 인정할 수 있는지 여부,서울고등법원,하급심,일반행정,2022.05.10
10670,330708,동거봉양을 위한 일시적 1세대 3주택 비과세 특례규정 해당 여부,서울고등법원,하급심,일반행정,2020.09.23
10671,326774,채권자취소권의 행사에 있어서 제척기간의 기산점인 채권자가 취소원인을 안 날,여주지원,하급심,민사,2020.07.16
10672,326804,추심금 청구의 소,서울고등법원,하급심,민사,2021.02.02
10673,326832,원고가 쟁점 가공 세금계산서를 수수한 데에 가산세를 면할 정당한 사유가 있다고 볼 수 없음,서울행정법원,하급심,일반행정,2020.06.19
10674,329306,사망자의 연대납세의무를 상속인이 승계한 것으로 볼 것인지 여부,서울고등법원,하급심,일반행정,2020.12.11
10675,329334,중개용역수수료의 손익귀속시기,서울행정법원,하급심,일반행정,2020.04.21
10676,329356,이 사건 현금증여계약은 사해행위에 해당함,서울중앙지방법원,하급심,민사,2021.04.15
10677,331600,이 사건 토지의 증여행위는 사해행위에 해당하므로 증여계약을 취소하고 원고에게 가액을 배상하여야 함,동부지원,하급심,민사,2020.08.18
10678,331604,취득가액 실제 조사의무에 반하여 이루어진 처분도 절차상 하자가 중대하고도 객관적으로 명백하여 무효라고 할 수 없음.,광주고등법원(전주),하급심,일반행정,2020.05.13
10679,331620,사업주로서 독립하여 주류 판매업을 영위하였다고 보기 어려움,부산지방법원,하급심,일반행정,2020.06.11
10680,331652,구 조특법 제121조의2 제3항에 따른 감면배당소득이 있을 경우 대한 원천세 계산 방법,대전지방법원,하급심,일반행정,2020.02.06
10681,330950,사업용 자산의 증여를 목적으로 하는 증여에 대한 부가가치세부과처분의 적법 여부,대전고등법원,하급심,일반행정,2020.07.02
10682,331706,이자소득금액 계산에 있어서 필요경비의 공제를 인정하지 않음,부산지방법원,하급심,일반행정,2020.01.09
10683,330954,이 사건 유일부동산의 매도는 사해행위에 해당함,광주지방법원,하급심,민사,2020.08.13
10684,331720,법인자금을 개인사용목적으로 반출 이후 반환했다하더라도 이미 발생한 납세의무에 영향을 미치지 않음,서울고등법원,하급심,일반행정,2020.05.08
10685,331740,소유권이전 말소등기 절차에 대한 재심청구 사건으로 재심 사유에 해당하는지 여부,대구고등법원,하급심,민사,2020.04.23
10686,331746,이 사건 농지가 양도소득세 감면대상 농지에 해당하는지에 대한 판단,대구고등법원,하급심,일반행정,2020.01.10
10687,331768,"‘대통령령으로 정하는 바에 따라 가업을 승계하지 아니한 경우’, ‘정당한 사유‘가 있는지 무관하게 위 증여세 과세특례 대상에 해당하지 않는다",수원고등법원,하급심,일반행정,2020.10.07
10688,330990,이 사건 매매계약서는 해당 작성일자 무렵 원고와 김영화 사이에서 작성되어 이행된 매매계약서로 봄이 상당함,수원고등법원,하급심,일반행정,2020.04.08
10689,331026,이 사건 주식을 명의신탁으로 보아 과세한 처분의 적법 여부,의정부지방법원,하급심,일반행정,2020.10.27
10690,331084,"분할과세연도에 증가분 방식에 따른 연구개발세액공제액 산정 시, 분할법인의 직전 4년간 발생한 연평균 발생액 계산방법",서울고등법원,하급심,일반행정,2020.09.18
10691,331092,환산가액의 부동산 취득가액 인정여부,인천지방법원,하급심,일반행정,2020.05.22
10692,331122,이 사건 시행령조항(소득세법 시행령 제168조의8 제2항)이 위헌이거나 위법하다고 할 수 없음,대법원,대법원,일반행정,2020.01.16
10693,331888,소액임차권자가 배당요구종기일까지 배당요구를 안한 경우에도 배당받을 수 있는지,서울북부지방법원,하급심,민사,2020.09.18
10694,331210,양도 당시 농지에 해당하지 아니하면 8년 자경 감면을 받을 수 없음,대전지방법원,하급심,일반행정,2020.01.09
10695,331130,일반신탁수익자가 받은 수입배당금을 재원으로 한 신탁분배금에 대하여 익금불산입 특례를 적용할 수 있는지 여부,서울행정법원,하급심,일반행정,2020.01.23
10696,331930,독립적인 주류판매업을 영위하였는지 여부,부산지방법원,하급심,일반행정,2020.07.24
10697,331294,(무변론판결)매매 예약 완결권 제척기간 경과로 소멸,안동지원,하급심,민사,2020.02.19
10698,331998,문서제출명령에도 불구하고 정보공개법 제9조 제1항 제1호의 비공개정보에 해당,의정부지방법원,하급심,일반행정,2020.04.21
10699,331980,주류회사의 거래처를 독자적으로 관리하여 주류를 배달하는 자는 사업자가 아닌 근로자에 해당함,부산지방법원,하급심,일반행정,2020.09.11
10700,331388,이 사건 금원의 출연행위가 반사회질서 법률행위로서 무효인지 여부 등,서울고등법원,하급심,일반행정,2020.08.14
10701,331418,증여자 명의의 예금이 인출되어 납세자 명의의 계좌로 예치된 경우 증여 추정됨.,광주고등법원,하급심,일반행정,2020.11.27
10702,331434,국조법령에 근거하여 당초 적법하게 처분된 과태료의 면제를 행정청에 요구할 수 있는지,서울고등법원,하급심,일반행정,2020.09.10
10703,332130,이 사건 경영관리수수료에 대한 정상가격을 이익분할방법으로 산정하는 계산방식에 위법사유가 인정되어 피고의 처분은 적법하지 못함,서울행정법원,하급심,일반행정,2021.02.17
10704,332170,유치송달의 방법으로 고지서가 적법하게 송달되었다고 볼 수 있는지 여부,서울행정법원,하급심,일반행정,2021.02.17
10705,331510,사실상 이혼 상태인 배우자가 별도의 주택을 보유하고 있었다면 1세대 1주택 비과세를 적용할 수 없음,수원고등법원,하급심,일반행정,2020.10.07
10706,331516,이 사건 지원금은 원고가 고객들에게 단말기를 공급함에 있어서 일정한 조건에 따라 공급가액에서 직접 공제되는 금액으로 볼  없음,인천지방법원,하급심,일반행정,2020.12.17
10707,331530,이 사건 주택이 증축된 주택인지 신축된 주택인지의 여부,수원지방법원,하급심,일반행정,2020.05.13
10708,239247,마약류관리에관한법률위반(향정)·마약류관리에관한법률위반(대마),대법원,대법원,형사,2024.01.04
10709,609291,상속세부과처분취소,수원고등법원,하급심,일반행정,2025.07.16
10710,609293,가압류결정만을 송달받고 임의로 대금을 지급한 것은 사해행위취소에 따른 가액의 회복이라고 볼 수 있는지 여부,서울고등법원,하급심,민사,2025.05.16
10711,329870,회생계획인가결정에 따라 출자전환 후 일부 무상감자 된 회생채권의 대손세액 공제 여부,광주지방법원,하급심,일반행정,2021.06.18
10712,329906,영업 또는 판촉활동만 하였다는 것만으로 주류 판매업을 영위하였다고 보기 어려움,부산고등법원(창원),하급심,일반행정,2020.12.09
10713,329946,일시적으로 임대업을 영위하였다고 하여 포괄적 사업의 양도로 볼 수 없음,부산지방법원,하급심,일반행정,2020.06.04
10714,330000,해명자료 제출 안내가 세무조사에 해당하는지 여부,수원지방법원,하급심,일반행정,2020.01.16
